        1000         907
        2000        1658
        3000        2353
        4000        2854
        5000        3284
        6000        3621
        7000        3891
        8000        4087
        9000        4240
       10000        4333
       11000        4394
       12000        4411
       13000        4411
       14000        4368
       15000        4326
       16000        4254
       17000        4113
       18000        4000
       19000        3896
       20000        3758
       21000        3623
       22000        3508
       23000        3397
       24000        3284
       25000        3159
       26000        3025
       27000        2887
       28000        2741
       29000        2619
       30000        2498
