        1000         952
        2000        1798
        3000        2644
        4000        3366
        5000        4064
        6000        4689
        7000        5260
        8000        5758
        9000        6212
       10000        6608
       11000        6981
       12000        7267
       13000        7565
       14000        7808
       15000        7995
       16000        8221
       17000        8343
       18000        8446
       19000        8571
       20000        8676
       21000        8667
       22000        8725
       23000        8801
       24000        8783
       25000        8749
       26000        8751
       27000        8748
       28000        8722
       29000        8690
       30000        8626
